"HIP","RA_J2000","DE_J2000","Plx","pmRA","pmDE","Vmag","B-V","miembro"
21761,4.67357933333333,9.504038,5.98,8.3,0.54,10.11,0.56,0
21762,4.6737416,16.51366,23.65,91.94,-30.69,9.47,1.096,0
21768,4.6757328,24.442034,2.53,0.3,-14.3,10.42,0.724,0
21776,4.6775906,8.679265,6,-9.66,-8.52,12.6,-0.02,0
21782,4.67948453333333,5.339913,3.48,-6.29,-9.39,8.76,0.212,0
21788,4.6802968,23.809625,19.48,63.12,-48.26,8.84,0.688,0
21792,4.68114193333333,7.942254,3.87,37.01,-8.84,9.92,0.585,0
21809,4.6849442,3.513909,3.51,37.51,-28.47,8.44,1.175,0
21810,4.6850262,6.631325,1.14,-1.09,-2.5,8.88,1.789,0
21818,4.688571,20.901512,74.13,-233.61,-254.55,8.09,1.092,0
21820,4.68882106666667,15.51194,3.62,-1.5,0.91,9.96,0.494,0
21840,4.69537726666667,22.731578,3.24,4.77,-8.87,8.73,1.655,0
21856,4.69990233333333,21.508951,6.68,14.05,-0.53,8.96,1.353,0
21863,4.70113913333333,24.010764,11.26,-14.25,-7.15,7.19,0.484,0
21864,4.70129706666667,14.326522,6.31,23.56,-10.65,8.77,0.42,0
21866,4.70149106666667,11.856022,0.79,8.01,-3.14,10.39,0.432,0
21868,4.70162546666667,23.06017,9.99,-0.43,-15.44,8.94,0.505,0
21871,4.70247346666667,8.852953,2.6,-3.05,1.08,8.44,0.028,0
21873,4.70270713333333,15.969878,9.15,-23.66,-27.58,8.09,0.388,0
21875,4.70291633333333,19.805196,2.6,-3.94,-2.42,10.77,0.584,0
21881,4.7040838,22.956926,8.14,-2.84,-20.33,4.27,-0.112,0
21882,4.7041704,9.63382,12.76,36.17,-65.16,6.76,0.354,0
21890,4.70564213333333,10.451033,5.18,2.03,-2.07,9.88,0.529,0
21899,4.70855146666667,17.877842,6.35,21.33,-55.5,10.54,0.577,0
21904,4.7103996,12.311126,1.69,1.24,0.89,8.16,0.755,0
21910,4.7113024,8.643427,5.63,5.23,-12.59,9.53,0.488,0
21912,4.7121836,16.513685,17.92,-177.92,-196.32,11.3,1.27,0
21918,4.7135648,12.209765,18.42,80.19,-227.59,7.4,0.76,0
21920,4.71368993333333,6.509785,3.08,-2.06,-8.52,10.49,0.648,0
21923,4.71436293333333,18.720433,23.23,103.46,-92.15,7.12,0.677,0
21926,4.7145186,18.144884,19.22,61.63,-121.96,10.27,0.818,0
21929,4.71527566666667,4.740727,3.01,9.64,-20.74,7.97,1.158,0
21931,4.7153554,7.569806,3.91,-7.85,-9.94,8.9,0.278,0
21938,4.716249,17.311139,3.81,13.09,-1.87,8.23,1.7,0
21942,4.71647406666667,14.814572,5.4,-24.3,11.59,6.69,0.904,0
21946,4.7170638,18.711645,21.1,100.3,-93,9.92,1.122,0
21953,4.71843026666667,20.629998,11.51,64.89,19.84,8.66,0.533,0
21954,4.71847153333333,9.620433,8.17,-6.33,4.09,8.63,0.414,0
21961,4.7204882,24.08892,20.03,15.62,-18.3,6.18,0.544,0
21973,4.7227,12.445988,6.13,7.16,-16.53,9.64,0.714,0
21975,4.72359566666667,5.264565,3.75,-12.54,-2.32,8.16,0.119,0
21976,4.72424773333333,4.963586,2.92,-7.6,-90.18,8.07,0.376,0
21980,4.725153,12.334457,8.22,-22.44,-14.52,9.47,0.689,0
21983,4.72548386666667,11.166713,21.48,97.8,24.92,10.29,1.16,0
21987,4.72637026666667,8.274407,4.5,9.1,-2.23,10.45,0.308,0
21993,4.72684113333333,7.466423,5.81,-10.47,-8.32,10.06,0.742,0
21996,4.72806693333333,6.662208,5.86,0.89,-10.9,10.43,0.264,0
22004,4.730319,15.831329,3.75,2.13,-40.26,10.58,0.653,0
22005,4.73032686666667,3.477886,1.22,0.86,-5.28,8.2,1.171,0
22012,4.7315478,12.6856,8.81,-5.09,-67.86,9.76,0.706,0
22013,4.73166686666667,22.94441,11.06,-1.12,-16.27,6.91,0.014,0
22021,4.73436653333333,12.991348,15.18,3.71,49.45,7.61,0.442,0
22026,4.73519153333333,20.311848,1.75,-12.11,-27.89,10.86,0.655,0
22042,4.73966273333333,21.657577,8.22,-6.37,-15.67,8.27,0.223,0
22044,4.74050786666667,11.146137,20.73,98.87,-13.47,5.39,0.251,0
22056,4.74338426666667,22.456865,6.73,15.84,-18.68,10.09,0.593,0
22063,4.74576193333333,14.626802,11.12,11.98,-14.65,8.08,0.47,0
22067,4.7467142,5.289432,23.43,-116.07,-43.76,8.09,0.864,0
22084,4.75110253333333,5.871678,5.89,17.51,-17.3,8.49,0.308,0
22085,4.7511374,9.487955,1.01,1.17,-10.16,8.28,1.572,0
22096,4.75506026666667,24.410132,5.8,-15.08,-2.11,9.05,0.464,0
22105,4.75772686666667,19.348866,9.08,132.08,-123.92,9.32,0.89,0
22112,4.759635,19.328303,1.66,0.25,1.18,8.39,0.355,0
22118,4.76008,21.460523,7.82,16.06,37.45,9.93,0.644,0
22128,4.76179653333333,23.627996,4.63,9.41,-16.78,6.34,0.058,0
22129,4.76241086666667,10.274298,3.26,-11.83,-1.59,9.44,0.439,0
22146,4.7656246,4.360026,3.25,-17.41,5.81,7.99,0.249,0
22157,4.76715026666667,11.705591,12.24,67.48,-7.09,5.35,0.197,0
22161,4.76808326666667,18.80074,1.36,-1.35,-1.32,7.48,1.499,0
22176,4.77134133333333,18.734693,10.81,73.03,-69.79,5.99,1.221,0
22177,4.771887,3.636336,22.45,92.59,12.96,10.92,1.277,0
22183,4.772523,13.838804,5.12,-17.34,-27.58,10.15,0.909,0
22184,4.772858,6.495543,3.81,19.57,-2.13,8.76,0.232,0
22185,4.77287686666667,19.205248,3.52,-1.14,-0.11,9.64,0.243,0
22187,4.77296493333333,23.675114,3.99,9.78,-6.64,8.21,1.154,0
22203,4.77510813333333,15.47205,19.42,91.37,-24.72,8.3,0.665,0
22208,4.7760444,14.531678,8.46,10.14,17.52,8.2,0.427,0
22211,4.7766378,19.494251,0.93,-1.39,-1.15,8.44,1.6,0
22212,4.7767424,8.317872,1.94,6.35,-38.06,8.01,1.486,0
22221,4.7793268,9.01742,26.26,89.03,-16.73,7.24,0.56,0
22222,4.77940146666667,22.343141,4.08,-10.51,-6.47,10.18,0.508,0
22224,4.780404,17.748324,24.11,96.93,-33.93,9.6,0.967,0
22238,4.78462733333333,9.060674,4.62,23.8,-1.57,8.61,0.514,0
22239,4.78518453333333,10.051656,5.83,14.98,2.84,7.19,0.16,0
22245,4.788312,5.788222,5.08,14.49,-17.34,6.77,0.018,0
22253,4.7906076,23.050919,15.74,77.6,-42.56,10.69,1.112,0
22258,4.79198293333333,10.169381,4.41,-1.39,-6.82,8.24,0.34,0
22264,4.7936172,11.7867,6.95,-16.42,10.2,8.94,0.502,0
22265,4.79376933333333,18.258721,19.81,78.87,-38.81,8.54,0.72,0
22267,4.79445326666667,13.11466,5.77,26.25,-2.37,8.73,0.473,0
22273,4.79534506666667,15.191165,4.34,17.05,28.77,8.88,1.12,0
22291,4.80057206666667,22.169839,8.38,-34.2,-31.47,9.61,0.614,0
22306,4.80435026666667,23.763226,9.62,104.74,-167.97,10.19,0.696,0
22311,4.8053692,18.565669,3.24,-18.33,-13.32,9.65,0.396,0
22324,4.8089114,10.966393,3.21,-4.54,-1.9,8.82,1.177,0
22327,4.80925053333333,12.925419,5.18,-6.57,-12.59,7.69,0.94,0
22343,4.8109554,3.649283,3.18,12.6,2.71,7.32,-0.057,0
22346,4.8114012,7.839975,3.89,-7.92,24.38,7.1,1.509,0
22347,4.8114654,16.634276,11.55,24.76,-79.26,7.57,0.433,0
22349,4.81170533333333,18.70943,32.51,190.15,-384.9,6.95,0.618,0
22350,4.8117012,21.100987,19.3,81.87,-46.43,9.06,0.843,0
22351,4.81202973333333,10.395165,0.68,-2.72,-3.77,8.73,1.58,0
22352,4.81218306666667,21.315768,6.2,-6.85,-16.39,7.03,0.122,0
22354,4.8123958,3.588526,4.61,-1.25,-15.39,6.04,1.2,0
22355,4.81246893333333,22.315132,4.11,-1.94,-32.38,9.38,0.493,0
22356,4.81250933333333,20.359628,2.36,-3.7,-2.09,10.13,0.25,0
22357,4.81274253333333,19.723962,1.17,4.09,-9.24,9.56,0.614,0
22362,4.81419966666667,5.544464,13.31,133.59,-107.63,10.57,0.96,0
22367,4.81562626666667,3.689705,5.84,-15.5,-12.15,7.02,0.034,0
22376,4.817326,15.8632,2.18,7.37,-3.81,8.31,1.052,0
22380,4.8176448,18.641239,21.38,82.39,-40.86,8.98,0.833,0
22384,4.81883246666667,5.208528,4.66,-8.34,-6.15,8.09,1.018,0
22385,4.81903106666667,5.218491,3.13,-11.33,-6.94,9.14,0.247,0
22386,4.81919206666667,11.851933,3.31,-3.13,4.97,8.4,0.34,0
22416,4.82407226666667,10.988396,2.9,-5.59,-3.81,9.12,0.332,0
22422,4.8255904,15.888748,19.68,87.37,-23.68,7.72,0.578,0
22426,4.82581306666667,7.637339,6.64,-0.38,-41.19,10.01,0.59,0
22441,4.82891166666667,15.904221,2.31,3.9,-6.92,6.09,1.551,0
22443,4.82940926666667,21.949694,1.92,-2.75,-4.16,7.84,0.171,0
22446,4.83000806666667,23.395758,13.26,44.84,-48.52,8.5,0.623,0
22449,4.8306696,6.961276,124.6,463.44,11.62,3.19,0.484,0
22455,4.83192433333333,13.689088,2.83,-11.99,-24.21,7.06,1.744,0
22458,4.8322696,9.489567,10.81,-32.87,-23.82,8.43,0.609,0
22461,4.8343372,8.407845,1.97,-3.23,-4.13,6.85,-0.045,0
22462,4.83440686666667,12.526236,6.59,-66.32,45.24,10.09,0.447,0
22475,4.83596626666667,10.604856,7.83,17.08,-68.94,7.94,0.41,0
22485,4.83708906666667,17.701723,6.37,-7.94,8.31,12.66,-0.06,0
22486,4.83758786666667,19.92345,3.66,22.48,-2.8,8.5,1.126,0
22490,4.8381388,6.949913,5.52,-3.8,4.65,7.22,0.144,0
22496,4.83998073333333,17.202665,22.96,102.78,-29.7,7.1,0.563,0
22505,4.84272693333333,15.083454,23.64,89.49,-20.65,7.73,0.74,0
22509,4.8435338,8.900176,16.84,-0.87,-31.57,4.35,0.01,0
22524,4.84681786666667,16.210455,19.3,83.97,-24.87,7.29,0.536,1
22536,4.8501752,24.122657,5.83,-5.16,-10.99,9.9,0.596,0
22548,4.85329153333333,9.9163,9.41,-38.74,-9.55,9.8,0.643,0
22549,4.8534344,5.605104,2.59,-3.62,1.03,3.68,-0.157,0
22550,4.85348153333333,11.068026,20.15,87.6,-8.72,6.79,0.543,1
22556,4.85404806666667,14.356394,3.68,1.18,-20.14,10.74,0.839,0
22557,4.8541154,24.290786,7.64,-3.65,-23.3,8.85,0.475,0
22565,4.85623953333333,18.839861,17.27,79.66,-32.76,5.08,0.214,0
22566,4.85644886666667,15.433467,17.14,67.63,-17.21,7.9,0.527,0
22568,4.85730746666667,15.88152,1.87,-2.59,-2.7,8.47,0.68,0
22583,4.86009626666667,12.794097,4.64,19.2,-41.29,9.64,0.659,0
22586,4.86064313333333,4.610351,2.93,-8.84,-16.79,9.13,1.222,0
22597,4.862051,9.975078,4.63,2.38,-7.3,6.11,0.06,0
22601,4.8626048,6.174241,3.43,2.05,-26.61,8.28,1.263,0
22607,4.86388566666667,13.655155,23.91,106.84,-16,6.3,0.502,1
22609,4.86422046666667,8.509244,3.73,1.45,4.91,10.38,1.003,0
22610,4.86445306666667,23.354666,0.09,5.85,-4.64,8.75,0.297,0
22616,4.86588406666667,9.872702,18.3,20.57,-29.64,6.82,0.423,0
22623,4.8676416,19.2301,6.96,-8.04,-16.39,10.24,0.504,0
22627,4.8682576,6.476539,82.52,146.09,-310.14,11.94,1.59,0
22635,4.86978886666667,4.69251,4.29,0.68,15.25,7.81,1.127,0
22642,4.87179433333333,5.676886,4.61,6.82,-30.05,8.56,1.5,0
22653,4.8729376,23.751638,5.71,-5.6,-8.69,8.56,1.313,0
22654,4.87320306666667,18.996917,18.93,78.66,-31.45,10.29,1.07,0
22665,4.87495553333333,9.864092,1.18,-2.2,-12.56,7.68,1.298,0
22667,4.87554506666667,14.250642,6.02,-2.62,-56.13,4.71,1.773,0
22672,4.87644786666667,20.104812,1.01,11.64,6.35,8.73,1.271,0
22676,4.87688626666667,17.333476,6.27,16.66,-23.02,9.26,0.583,0
22682,4.8780812,12.38471,6.09,-1.13,-8.68,7.26,0.146,0
22684,4.8783352,20.000608,12.14,72.14,-19.74,9.28,1.128,0
22685,4.87833493333333,8.364685,1.12,5.93,-13.25,8.51,1.381,0
22688,4.8791922,14.623128,19.75,200.05,-37.85,7.51,0.639,0
22691,4.87941593333333,22.661921,3.01,-9.2,-8.03,10.16,0.64,0
22708,4.88310773333333,11.263688,9.92,-15.78,-113.08,10,0.665,0
22712,4.88362406666667,11.267253,11.72,-14.32,-107.08,9.83,0.625,0
22715,4.88464753333333,22.23517,37.09,149.22,-129.31,8.78,1.019,0
22722,4.8873346,8.556027,7.33,11.87,3.72,7.67,0.206,0
22729,4.88945673333333,24.177362,10.78,11.88,-23.9,7.64,0.664,0
22732,4.8901956,7.679338,2.19,3.7,-3.3,8.85,0.001,0
22734,4.89101966666667,9.491189,8.46,15.22,8.55,8.61,0.33,0
22740,4.89219206666667,16.821968,6.49,6.8,-26.69,10.42,0.651,0
22743,4.89280613333333,23.315663,7.06,2.17,3.57,6.55,1.036,0
22751,4.89409033333333,23.020273,11.62,65.74,-27.54,9.29,0.503,0
22753,4.89424666666667,12.907831,5.82,3.32,-90.37,10.18,0.612,0
22756,4.8949512,6.016881,5.03,4.65,-4.35,7.51,0.334,0
22767,4.89772033333333,22.771023,3.24,1.39,-7.65,9.82,0.453,0
22773,4.8987892,15.931696,11.37,-6.11,-107.85,7.61,0.523,0
22782,4.9008474,17.026825,14.82,78.04,-0.66,7.22,0.536,0
22792,4.90359366666667,23.998804,15.87,-45.54,-41.25,7.53,0.417,0
22801,4.9047026,23.982916,10.43,-16.18,5.94,9.99,0.491,0
22805,4.9057322,17.609144,5.52,17.67,-23.12,9.59,0.515,0
22823,4.91144653333333,12.025773,4.39,14.5,-19.03,7.44,0.139,0
22826,4.91212633333333,12.352201,18.58,92.23,-39.95,7.13,0.583,0
22827,4.91235173333333,21.09975,1.86,6.71,-19.59,8.91,1,0
22828,4.91243673333333,4.77352,12.01,6.9,-38.31,7.9,0.541,0
22829,4.91248713333333,24.096326,4.25,2.27,-5.84,10.8,0.731,0
22831,4.91263493333333,11.928769,4.03,7.67,-4.07,8.21,0.218,0
22833,4.91302693333333,11.426006,13.54,-16.31,13.63,5.18,0.121,0
22834,4.91327253333333,7.779097,7.39,-21.74,-27.14,5.33,1.214,0
22838,4.9137182,22.146487,8.53,-24.54,-26.28,8.01,0.402,0
22845,4.9149244,10.150833,27.04,40.08,-128.37,4.64,0.085,0
22846,4.9152244,16.386499,5.62,0.13,-6.72,7.12,0.211,0
22848,4.91566,8.599997,6.13,-15.02,-2,6.86,0.15,0
22850,4.9162116,19.485388,14.67,63.32,-28.41,6.36,0.292,0
22851,4.91631213333333,11.942195,10.89,25.59,-27.99,9.62,0.552,0
22852,4.91640226666667,5.381967,7.15,190.28,-43.36,12.39,0.57,0
22853,4.9167446,14.593773,4.38,16.02,-1.44,7.5,0.848,0
22855,4.91758846666667,21.671659,4.72,2.48,7.69,9.55,0.659,0
22857,4.91777406666667,8.969791,4.05,11.85,-21.75,9.6,0.741,0
22872,4.91981833333333,20.31381,2.3,7.65,-18.91,8.5,0.34,0
22875,4.9205996,11.754653,5.05,9.31,-2.45,8.48,1.125,0
22886,4.92280226666667,15.196856,7.68,40.08,-80.35,9.26,0.635,0
22889,4.92297633333333,5.636393,14.24,62.7,32.48,8.36,0.599,0
22893,4.9239662,10.208272,9.66,56.84,-19.85,9.16,0.543,0
22906,4.92824126666667,20.002151,28.08,173.92,-316.93,7.98,0.8,0
22913,4.93059813333333,15.040278,7.71,-4.54,-11.54,5.79,-0.085,0
22914,4.9311568,13.630912,2.73,2.69,-5.9,7.8,0.103,0
22916,4.93165346666667,7.404185,7.47,-3.42,-8.6,8.99,0.376,0
22918,4.93197226666667,22.271806,7.32,34.94,-67.84,9.57,0.457,0
22919,4.93218933333333,4.670427,27.78,134.42,-183.5,7.02,0.561,0
22923,4.93287526666667,5.399024,6.66,-18.89,-13.98,6.5,0.025,0
22927,4.93416573333333,11.242869,7.2,-11.89,-2.69,8.56,0.29,0
22935,4.93517646666667,22.57656,7.06,39.12,-52.62,7.16,1.21,0
22938,4.93582493333333,7.904696,17.02,-92.81,-42.94,6.42,0.415,0
22942,4.93640006666667,13.975413,13.56,107.2,-71.78,8.81,0.78,0
22947,4.937276,21.572348,7.69,22.56,-24.52,7.35,0.284,0
22957,4.93952066666667,13.514466,19.26,-77.77,-45.97,4.06,1.158,0
22967,4.94210213333333,15.813829,6.27,49.86,-44.2,9.26,0.584,0
22970,4.94265553333333,21.560276,6.14,-3.63,-6.34,9.3,0.509,0
22972,4.94326306666667,23.2957,14.72,75.58,-105.55,7.51,0.516,0
22984,4.94550053333333,8.822407,6.34,19.75,0.25,7.49,0.219,0
22990,4.9465296,16.734294,5.32,3.84,-28.38,7.31,1.205,0
23003,4.9478688,6.030079,2.19,9.51,-6.95,8.72,0.208,0
23035,4.95364493333333,10.809869,5.26,-11.96,-4.45,7.87,0.32,0
23043,4.95620573333333,17.153677,6.91,-11.16,-12.3,5.51,1.304,0
23045,4.95654966666667,11.509809,5.12,1.18,-43.65,10.01,0.614,0
23049,4.96032886666667,17.392173,5.85,69.62,-104.11,9.18,0.708,0
23057,4.96206726666667,7.310876,8.95,-16.22,-62.75,9.25,0.528,0
23068,4.96351313333333,23.948562,6.92,2.61,-9.37,5.79,1.109,0
23069,4.96375113333333,14.002186,19.66,67.17,-19.49,8.89,0.737,0
23075,4.96485306666667,8.737409,4.13,-9.52,5.03,8.44,0.199,0
23077,4.96548933333333,9.517653,7.45,22.05,1.56,9.41,0.521,0
23082,4.96764933333333,20.313695,2.93,2.43,-8.6,8.17,1.536,0
23085,4.96847613333333,13.034872,9.08,10.9,-57.38,10.43,0.87,0
23094,4.9698416,15.798595,2.57,-5.81,-6.53,8.46,0.503,0
23099,4.97013526666667,14.396307,3.13,-2.19,8.43,10.59,0.522,0
23103,4.9705846,4.133927,3.28,0.65,-5.24,9.26,0.107,0
23109,4.9726312,18.993365,5.17,10.59,-6.26,9.38,0.557,0
23134,4.97827,18.639882,5.26,-7.24,-24.82,9.51,0.559,0
23139,4.97914033333333,17.987082,10.39,-34.26,-66.56,9.02,0.573,0
23150,4.98112073333333,23.836687,3.56,-0.57,-4.14,8.63,0.275,0
23151,4.98132093333333,24.495712,2.64,2.77,-4.11,7.99,0.267,0
23153,4.98139646666667,8.97445,2.24,1.89,-7.31,8.45,0.08,0
23159,4.98255733333333,14.549575,5.32,4.92,-4.02,7.58,0.057,0
23161,4.9831696,14.54324,4.86,6.17,-2.05,6.14,0.156,0
23162,4.9833006,13.690797,7.54,-13.58,-14.73,9.97,0.657,0
23163,4.98329586666667,12.960667,3.75,1.63,12.69,9.41,0.461,0
23167,4.98408546666667,21.736449,3.81,30.12,-67.33,9.53,0.63,0
23178,4.98593413333333,19.745998,4.3,10.34,-3.81,9.52,0.393,0
23184,4.98879106666667,5.299417,0.68,2.2,-0.7,9.42,1.338,0
23191,4.99046413333333,20.194069,2.39,30.38,-7.08,8.3,1.1,0
23214,4.99564533333333,15.916734,23.09,87.21,-29.19,6.75,0.45,1
23227,4.99810346666667,16.829417,9.76,37.61,4.73,9.32,0.877,0
23239,5.0004356,10.390773,7.59,8.02,-8.01,7.98,0.3,0
23247,5.00273113333333,22.592767,0.88,-0.51,-3.43,8.69,0.166,0
23253,5.00385666666667,20.927765,6.93,-0.68,-11.29,8.28,0.12,0
23270,5.006745,24.162712,5.56,-9.81,-11.24,7.84,0.403,0
23277,5.00824606666667,5.098969,16.18,34.41,-30.87,8.02,0.57,0
23279,5.00903866666667,3.614792,8.3,18.04,-14.65,7.03,-0.033,0
23284,5.00931553333333,22.615741,1.74,-4.32,-3.21,9.02,0.349,0
23286,5.00938753333333,14.38381,28.49,40.45,52.03,6.75,0.673,0
23287,5.00942593333333,3.615749,23.33,10.35,-27.39,6.65,-0.053,0
23301,5.0116034,12.603899,4.85,11.56,-19.37,8.26,0.13,0
23303,5.01183986666667,10.913428,8.04,-0.45,-8.71,6.8,0.034,0
23310,5.01312566666667,4.567638,6.88,84.73,-35.94,6.69,1.032,0
23312,5.01357933333333,4.733114,16.77,71.5,10.67,9.71,0.957,0
23320,5.01536093333333,6.584649,0.47,-5.15,-0.6,9.18,1.404,0
23328,5.01833933333333,3.717325,3.01,-1.48,-6.01,7.25,-0.139,0
23333,5.0188932,23.43902,5.67,4.63,-11.78,7.78,0.27,0
23339,5.02021266666667,7.869258,5.5,-4.96,-16.99,8.69,0.581,0
23344,5.02128386666667,4.110284,7.8,154.34,-146.31,9.79,0.413,0
23351,5.02205513333333,14.204345,8.51,6.55,-3.45,8.96,0.981,0
23353,5.02244686666667,15.744372,1.2,1.24,-2.6,7.41,1.668,0
23356,5.0226698,19.930507,4.87,-8.95,-8.11,9.49,0.662,0
23361,5.0237092,15.244174,6.24,-40.03,-29.87,8.02,1.045,0
23371,5.0249334,23.104222,2.44,-9,-8.49,8.64,1.27,0
23382,5.02688206666667,12.340892,6.24,53.1,-116.5,7.66,1.038,0
23388,5.02749266666667,10.20979,4.77,11.41,-4.24,10.07,0.547,0
23396,5.02895066666667,20.829845,24.38,-65.85,-92.74,7.99,0.74,0
23401,5.02948466666667,18.777421,0.67,-0.71,1.99,9.62,0.807,0
23404,5.02990526666667,11.375287,2.18,-7.47,-11.29,7.17,0.038,0
23406,5.03020613333333,11.38315,2.24,-1.01,-14.15,10.08,0.742,0
23410,5.03147546666667,19.966009,5.21,15.88,-8.64,9.18,0.36,0
23418,5.03299913333333,9.983116,31.2,17.18,-81.96,11.45,1.54,0
23423,5.0340118,16.190695,11.25,14.46,-21.2,8.73,0.509,0
23426,5.0348644,21.320788,2.42,23.43,-16.45,8.4,1.304,0
23431,5.0360642,14.081564,34.88,86.36,-405.09,8.19,0.72,0
23436,5.03774793333333,24.029163,0.39,-0.5,-3.15,8.36,0.109,0
23443,5.0389736,13.91024,26,-10.32,-100.57,7.51,0.615,0
23451,5.0409546,7.461023,8.92,6.67,-23.32,8.13,0.199,0
23457,5.04207606666667,7.424031,7.48,-22.9,-16.66,6.86,0.958,0
23460,5.04241126666667,23.870957,2.03,25.39,-41.62,8.56,1.288,0
23462,5.04354746666667,13.063925,5.05,3.45,-7.61,9.56,0.333,0
23469,5.04542853333333,5.830488,1.14,2.79,-2.52,9.27,0.115,0
23473,5.0457092,3.457704,2.91,2.1,-4.04,7.32,-0.093,0
23479,5.04649133333333,6.191839,2.3,0.02,-6.56,9.1,1.363,0
23486,5.048746,5.188311,13.24,13.94,-202.31,10.72,0.9,0
23492,5.05044493333333,12.059408,10.82,-10.99,46.88,7.24,0.343,0
23494,5.05058,9.38242,1.19,2.28,-3.18,7.56,-0.013,0
23496,5.05086406666667,14.765698,4.15,-14.4,-5.88,9.14,0.634,0
23497,5.05159646666667,21.589962,20.01,68.94,-40.85,4.62,0.155,0
23498,5.05212713333333,13.730669,18.44,65.95,-18.46,9,0.765,0
23504,5.05376106666667,17.290172,3.55,1.5,-13.02,9.77,0.475,0
23508,5.05475066666667,4.015558,0.92,1,4.27,8.1,-0.112,0
23542,5.06266726666667,6.640319,7.84,0.07,-35.92,7.52,0.926,0
23544,5.06310393333333,10.855217,3.54,-10.52,-17.23,9.59,0.456,0
23561,5.06585333333333,22.533619,4.15,-0.24,-4.94,8.82,0.197,0
23574,5.06817306666667,17.124875,2.26,98.52,-51.59,8.78,1.028,0
23579,5.06933366666667,19.094629,9.01,-1.87,-17.42,10.85,0.567,0
23580,5.06952906666667,9.142149,2.03,-0.24,-2.92,8.93,1.422,0
23587,5.0720054,20.039355,1.55,8.11,-6.14,9.91,1.651,0
23588,5.0725976,8.205173,7.87,9.27,1.91,8.44,1.105,0
23589,5.07266366666667,21.277931,5.3,15.18,-25.17,6.2,1.324,0
23592,5.07279573333333,21.643549,1.04,2.68,-5.17,7.94,0.336,0
23597,5.0740516,12.165033,8.06,23.95,-13.95,10.53,0.574,0
23599,5.07410753333333,10.186808,3.98,112.43,-94.14,10.32,0.59,0
23601,5.0745834,7.830282,7.67,21.04,-10.28,7.15,0.997,0
23606,5.0760524,23.649523,4.75,-5.4,-3.75,7.8,1.114,0
23607,5.07615266666667,15.404105,8.15,18.4,-30.99,4.65,-0.064,0
23616,5.0772824,12.698661,4.1,0.44,-8.16,8.73,0.04,0
23621,5.07827906666667,14.85903,9.98,2.92,-30.31,6.78,0.139,0
23629,5.0803018,13.308864,5.35,0.07,-4.1,7.62,0.028,0
23632,5.08057113333333,18.253932,8.67,-3.02,-15.69,7.64,0.18,0
23642,5.08159506666667,17.782754,4.48,-7.67,-13.35,9.21,0.42,0
23645,5.08192413333333,23.568494,4.24,5.94,-12.02,8.92,0.556,0
23651,5.0829802,15.971177,6.29,-5.09,0.25,9.32,0.434,0
23656,5.08411566666667,22.276035,3.44,38.51,15.75,10.69,0.734,0
23662,5.085148,6.130226,16.69,49.05,-4.87,7.69,0.509,0
23666,5.08695793333333,8.942137,3.63,0.01,-5.23,7.45,-0.029,0
23669,5.08793573333333,15.2399,1.81,10.25,-5.79,7.69,0.204,0
23673,5.08892226666667,7.562494,3.73,1.75,-3.16,7.59,-0.05,0
23674,5.08895573333333,13.001023,5.52,-2.03,-5.02,8.7,0.258,0
23681,5.09011066666667,4.581705,0.61,7.05,1.42,8.54,0.009,0
23683,5.09065493333333,7.950024,4.4,4.08,-4.82,8.1,1,0
23695,5.09225,19.806723,7.03,-10.61,-12.36,6.48,0.219,0
23699,5.0938102,23.06105,4.02,-1.12,-7.98,6.69,0.081,0
23701,5.09454873333333,6.465177,13.78,66.03,4.23,9.86,0.947,0
23702,5.0947834,15.099806,4.58,-2.83,-21.5,10.78,0.601,0
23707,5.09651446666667,17.380861,5.02,-7.95,-68.22,9.06,0.459,0
23710,5.09705133333333,13.286057,13.18,55.6,-103.29,7.86,0.844,0
23723,5.09996066666667,5.653163,2,-1.86,-2.45,8.41,1.614,0
23728,5.10145906666667,3.78848,2.08,15.11,-7.9,7.43,1.127,0
23750,5.104997,17.816414,18.78,64.38,-31.98,8.82,0.73,0
23770,5.1088976,10.643718,2.14,1.94,-3.35,8.23,0.059,0
23784,5.11136913333333,22.510755,3.72,2.83,-7.34,7.13,0.145,0
23786,5.11172713333333,14.446235,41.7,282.67,-239.14,7.74,0.804,0
23789,5.11196533333333,14.084778,16.9,-15.21,-121.23,7.3,0.559,0
23795,5.1127196,6.421652,13.11,-44.69,-6.05,8.01,0.523,0
23804,5.11589026666667,11.83041,2.05,-3.27,-3.46,9.1,0.11,0
23807,5.11706413333333,16.827424,11.26,51.76,-55.69,8.46,0.488,0
23810,5.11731133333333,16.820465,12.34,55.12,-55.52,10.3,0.821,0
23835,5.12416833333333,18.645052,63.02,536.05,18.51,4.91,0.657,0
23846,5.12663773333333,4.541772,2.22,-0.15,-3.85,7.98,-0.036,0
23847,5.12683226666667,15.968104,8.17,-4.78,-28.07,9.59,0.516,0
23852,5.1273092,9.47178,35.34,-5.61,-382.35,6.15,0.625,0
23854,5.12736486666667,23.278609,12.65,36.62,-11.76,9.09,0.512,0
23858,5.12763306666667,12.541195,3.53,7.88,-1.68,8.18,0.778,0
23866,5.1295006,10.895068,4.61,7.53,0.17,7.04,0.056,0
23871,5.13011053333333,20.418379,18.8,-49.12,-31.33,5.28,0.118,0
23879,5.1313594,8.498429,16.84,34.96,-59.49,5.33,0.338,0
